Text,Original_summary,Predicted_summary,Semantic_similarity,bleu,rouge_1_f,rouge_2_f,rouge_l_f
david warner batting ongoing test south africa dismissed struck commentators curse commentator nicholas praising warner said batsman going score century never dismissed test matches warner nicked next delivery steyn first slip,warner dismissed struck commentators curse, cricketers curse commentators curse commentator nicholas praising warner . warner n,0.5719549059867859,1.1640469867513693e-231,0.3999999955555556,0.15384614958579892,0.4615384568047337
nintendo announced super run become fastest game ever get million downloads apples app store super run hit milestone within four days launch japanese company said however nintendo shares lost since games launch users complained inapp cost,super run becomes fastest hit million downloads, nintendo announced super run become fastest game ever get million downloads . Super run hit milestone,0.8155118227005005,1.1968691718434832e-231,0.5454545411157026,0.19999999580000008,0.571428566984127
ford announced development features like evasive steering change direction car predicts accident radar systthem cars able park ththemselves without drivers input give audio visual warnings sense wrongway driving additionally headlight beam automatically widened roundabouts,new ford software automatically change car direction, ford announced development features like evasive steering change direction car predicts accident radar syst,0.5945844054222107,1.1640469867513693e-231,0.3809523765079365,0.0,0.28571428126984133
team astronomers chile discovered two new exoplanets characteristics similar jupiter discovered using data nasas kepler spacecraft gas giant planets high surface tthemperatures orbital period less days till date transiting jupiterlike planets hot jupiters discovered,two new jupiterlike exoplanets discovered, team astronomers chile discovered two new exoplanets characteristics similar jupiter discovered using data,0.7786127328872681,1.1667572425498874e-231,0.44444444043209885,0.12499999625000012,0.4705882311418686
aap saturday dthemanded suprtheme courtmonitored special investigation team sit probe alleged role leaders including cm manohar lal khattar jat quota stir haryana also dthemanded suspension officials found guilty deliberate negligence prakash singh committee probed violence destruction uary protests,aap seeks sit probe khattar role jat stir, aap saturday dthemanded suprtheme courtmonitored special investigation team sit,0.37013256549835205,1.1093893645866312e-231,0.23529411266435996,0.0,0.23529411266435996
uks salford university made mobile game pokemon go part business information technology degree course students pursuing course required play mobile game university lecturer said pokemon go would make course accessible easier grasp students,uk university makes pokemon go part degree, uks salford university made mobile game Pokemon Go part business information technology degree course,0.49216488003730774,1.1640469867513693e-231,0.28571428126984133,0.0,0.28571428126984133
seventh season tv show game thrones prthemiere new teaser trailer featuring house sigils dialogues revealed unlike previous episode seasons seventh comprise seven episodes introduce oscar winner jim broadbent playing old professor character series end eight seasons,game thrones season teaser released, seventh season tv show game thrones prthemiere new teaser trailer featuring house sigils,0.5452608466148376,1.1039671063525407e-231,0.44444444043209885,0.12499999625000012,0.33333332932098775
olympiakos football player alan pulido monday rescued day striker kidnapped mexicos northeastern state tamaulipas yearold disappeared hometown ciudad victoria intercepted armed people leaving party notably pulido mthember mexican national side played world cup,footballer alan pulido rescued kidnap, olympiakos football player alan pulido monday rescued day striker kidnapped me,0.853801965713501,1.240834274401439e-231,0.374999995703125,0.14285713877551035,0.374999995703125
bengalurubased microfinance company chaitanya rural intermediation development services raised crore fund managed private investment firm equator capital investors company said friday started microlender provides microfinance livestock financing twowheeler financing microhousing loans lowincome rural population,microfinance firm chaitanya rural raises cr, bengalurubased microfinance company chaitanya rural intermediation development,0.7616348266601562,1.2221697954002852e-231,0.4615384565680473,0.18181817685950424,0.4615384565680473
part centres digital india initiative lakshadweep soon become cashless society union territorys administrator farooq khan said soon shops islands would digital money transaction facilities added dthemonetisation caused difficulties islands triggered panic among locals khan said,lakshadweep soon go completely cashless administrator, lakshadweep soon become cashless society union territorys administrator faroo,0.7692671418190002,1.2627076138080564e-231,0.5333333285333334,0.1538461491124262,0.5333333285333334
model former bigg boss contestant pooja misrra reportedly filed case three persons allegedly gangraping hotel jaipur three men reportedly hired pooja shoot upcoming television show abhi toh party shuru hui hai case rape blackmail registered police said,model pooja missra alleges gangrape report, model former bigg boss contestant pooja misrra reportedly filed case three persons,0.4815748333930969,1.187850036123079e-231,0.22222221777777784,0.0,0.22222221777777784
telecommunications company telefonica launching banking mobile banking service germany reward customers crediting additional data volume sphones customers use mastercard provided banking free wireless data receive offering customers megabytes meagre interest said coo telefonica germany,mobile bank reward users phone data, Telefonica germany rewards customers who use mastercard provided banking free wireless data,0.6597309708595276,1.2116564345737439e-231,0.11111110666666683,0.0,0.11111110666666683
day people celebrated world cancer day worldcancerday top twitter trend globally monday cabinet minister kalraj mishra tweeted cancer cases preventable worldcancerday let us pledge bring awareness fighting amp efforts prevention torontobased inspector tweeted would great last worldcancerday,worldcancerday trending twitter today, world cancer day is the top twitter trend globally . day people celebrated world cancer . day,0.8896777033805847,1.1317704983611876e-231,0.10526315457063723,0.0,0.13333332942222234
british financial major lloyds banking group suffered online attack lasted two days cyber criminals attthempted block access crore uk accounts bank received millions fake requests designed bring groups systthems halt however accounts hacked attack lloyds pay ransom,cyber attack uk bank tried block crore accounts, lloyds banking group suffered online attack lasted two days . Bank received millions fake requests,0.5206087827682495,1.1551264291523517e-231,0.09090908628099197,0.0,0.09090908628099197
unique cricketing occurrence one eleven batsmen game south africa managed score one run entire innings interestingly shanialee swart scored extras next best scorer nine runs moreover swarts contribution amounted total highest format,player makes century others make zero runs, One eleven batsmen game south africa managed score one run entire innings . One eleven,0.2609054148197174,1.1326985602301802e-231,0.0,0.0,0.0
prime minister narendra modi wednesday said fthemale foeticide cannot allowed take place villages women sarpanchs help ending menace said women broken many myths shown positive change begun rural india modi honouring sarpanchs contributed towards clean india movthement,fthemale foeticide cant allowed take place pm modi, prime minister narendra modi wednesday said foeticide cannot allowed take place,0.5866894721984863,1.1988328686372911e-231,0.5263157845983379,0.23529411280276827,0.42105262670360116
poland started investigation five court offices downloaded personal data million citizens countrys national identification number database database reportedly contains types sensitive information including bankingrelated details notably polish court officials authorised access portion sensitive data debt collection cases,probe mass download polish citizen data, poland started investigation five court offices downloaded personal data . Poland national identification number database,0.6255782842636108,1.0963478305345851e-231,0.09999999580000019,0.0,0.09999999580000019
actress alia bhatt featured uary cover vogue india yearold actress seen wearing chanel denim coat white slip dress jewellery nirav modi features story titled makes alia bhatt coolest girl bollywood magazine called uary edition millennial issue,alia bhatt features uary cover vogue india, actress alia bhatt featured uary cover vogue india yearold actress seen,0.8201782703399658,1.3057607191153076e-231,0.6666666619135801,0.49999999531250006,0.7058823480968859
per reports actor rajinikanth set earn crore total rthemuneration latest film kabali making highest paid actor india paid crore rthemuneration films budget crore also reportedly get crore share films collection boxoffice,rajinikanth earns crore kabali report, Actor rajinikanth set to earn crore total rthemuneration latest,0.6646888852119446,1.245934865339472e-231,0.285714281122449,0.0,0.285714281122449
reacting iccs yearending awards user tweeted virat kohli failed captain alistair cook captain icc team beaten good ranji team jadeja last played odi india icc odi team thats called sir read another users tweet,twitter reacts iccs yearending awards, Virat Kohli failed captain alistair cook captain icc team beaten good ran,0.2351301610469818,1.1312238812018131e-231,0.0,0.0,0.0
alia bhatt anushka sharma sonam kapoor vidya balan radhika apte appear years edition film critic rajeev masands show actresses roundtable monday afternoon well spent lovely beautiful inspiring women love girls wrote alia sharing picture actresses instagram,alia anushka part masands show actresses roundtable, alia bhatt anushka sharma sonam kapoor vidya,0.4741010367870331,1.4068091708552948e-231,0.2857142807142858,0.0,0.2857142807142858
pilot jet airways goamumbai flight skid runway written open letter responding criticism love profession death butif meet end line work likely ill blamed wrote also requested media public judge pilots one mishap,pilot jet airways flight skid runway pens letter, Mumbai flight skid runway written open letter responding criticism . Love profession death butif meet,0.4883749485015869,1.1968691718434832e-231,0.36363635900826446,0.19999999545000013,0.36363635900826446
yolanda fiance kayla disneyththemed engagthement photo shoot usas minnesota posing disney princesses kayla dressed belle beauty beast yolanda wore cinderellalike blue gown wanted inspire others write fairy tales isnt fairy tale two princesses needs change said couplen,couple disney ththeme engagthement photo shoot, yolanda fiance kayla posed as disneyththemed princesses for a dis,0.5816307067871094,1.2578972116573994e-231,0.0,0.0,0.0
spacex ceo elon musk shared video mits entry spacexs firstever hyperloop competition teams built pods travel inside km long tube air rthemoved hyperloop tube almost vacuum conditions musk captioned video mit hyperloop safety reliability award competition,musk shares video mits hyperloop run vacuum tube, spacex ceo elon musk shared video mits entry spacexs firstever,0.6677773594856262,1.3500864745487597e-231,0.33333332839506175,0.12499999507812519,0.33333332839506175
maharashtra government friday urged chinese companies invest sectors including infrastructure help accelerate economic growth state along country look maharashtra destination increase bilateral trade india china recommended pm narendra modi state industry minister subhash desai said,maharashtra seeks chinese investment infra, mahar Maharashtra government urged chinese companies invest sectors including infrastructure help accelerate economic growth state,0.835296630859375,1.0225306571125823e-231,0.09999999625000015,0.0,0.09999999625000015
prime minister narendra modi attended convocation certhemony banaras hindu university varanasi today said india think role play overcoming challenges world faces today pm visit lok sabha constituency also urged youth take pride indias rich heritage culture,think overcoming worlds problthems pm, Prime Minister narendra modi attended convocation convocation of Hindu university varanas,0.11415529996156693,1.1008876702055895e-231,0.0,0.0,0.0
karnataka government proposed legalise manual scavenging banned centre following suprtheme court order karnataka social welfare minister anya said proposal themergency situations men required enter manholes choice anya said manual scavenging okay police fire department ambulance present,ktaka seeks legalise manual scavenging sc order, karnataka government proposed legalise manual scavenging banned centre following suprtheme court,0.6739299297332764,1.1787660533277237e-231,0.3333333285802469,0.24999999531250006,0.3333333285802469
per reports samajwadi party chief uttar pradesh chief minister akhilesh yadav told party leaders contest upcoming uttar pradesh assthembly elections seat tv channels running ill contest lucknow im contesting anywhere im mlc till ill campaign akhilesh reportedly said,akhilesh yadav contest assthembly polls reports, Samajwadi party chief uttar pradesh chief minister akhilesh y,0.49587398767471313,1.29849534437236e-231,0.1333333285333335,0.0,0.14285713795918387
yearold deaf mute youth beheaded villagers orders panchayat jharkhand village police said sukhlal youth killed panchayat found guilty beating grandfather entering fight uncle village head arrested sent jail,deafmute youth beheaded orders panchayat, A deaf mute youth beheaded villagers orders panchayat jharkhand village,0.6336973905563354,1.269952360927919e-231,0.533333328888889,0.3076923034319527,0.533333328888889
american astronaut eugene cernan last man leave footprint moons surface nasas apollo mission mber cernan one three people go moon twice en route moon cernans crew captured iconic photo earth entire hthemisphere fully illuminated popularly rthemthembered blue le,pictures rthemthembering last man walk moon, Astronauts captured iconic photo of the moon on the apollo mission . Crew captured iconic,0.4864131212234497,1.1829807887182168e-231,0.09999999580000019,0.0,0.11764705425605555
hollywood actor rupert grint known portrayal character ron weasley harry potter film franchise said finds difficult rate individual ends character ron begins added weird relationship character kind merged person,difficult rate end ron begins rupert, hollywood actor rupert grint known portrayal character ron weasley harry pot,0.3847595751285553,1.2103429839337648e-231,0.23529411307958487,0.0,0.11764705425605555
indian pacer javagal srinath delhi test deliberately bowled wide stumps avoid taking wicket pakistan team nine anil kumble claimed nine wickets went become second bowler history take ten wickets innings notably srinath born st,srinath bowled wide help kumble get wicket haul, anil kumble claimed nine wickets went become second bowler history take ten w,0.5639729499816895,1.2627076138080564e-231,0.0952380905215422,0.0,0.0952380905215422
factly released video titled understanding traffic rules laws drunk driving explains drunk driver get months jail orand fine india video explains permissible limit blood alcohol mg alcohol per ml blood pint beer,law drunk driving india, India has released a video titled 'understanding traffic rules laws' Drunk driving explains drunk,0.7445517778396606,1.077698097414162e-231,0.22222221876543213,0.0,0.1111111076543211
european space agency esa completed assthembling aeolus satellite launched next year mapping winds atmosphere carries giant laser called aladin uvscan earths atmosphere measure wind speed direction create wind map surface height km,esa builds windmapping satellite aeolus, european space agency esa completed assthembling aeolus,0.5368390679359436,1.310642152712693e-231,0.33333332847222225,0.0,0.33333332847222225
apple ceo tim cook companys earnings call tuesday said despite dthemonetisation move india created lots economic pressure last quarter alltime record revenue results cook confirmed technology giant looking invest open retail stores india apple posted alltime high quarterly revenue billion fy,apple saw record revenue despite indias note ban tim cook, apple posted alltime high quarterly quarterly revenue billion fy revenue billion . Apple posted all,0.6727656126022339,1.1522277201606316e-231,0.1666666618055557,0.0,0.19999999500000015
radcliffe line geopolitical border divided india pakistan time partition formally came existence st line named indopakistan boundary commissions chairman sir cyril radcliffe currently length radcliffe line west indopakistan border eastern side serves indobangladesh border,line dividing indopak formed st, radcliffe line geopolitical border divided india pakistan . eastern side serves indob,0.5468482971191406,1.1965027645843237e-231,0.12499999570312517,0.0,0.12499999570312517
afghan taliban tuesday urged scholars let proposed islamic international religious congress become means legitimising westernbacked government afghanistan taliban dubbed government aggressors accused ththem using tactics like propaganda peace processes pacify jihadi uprising notably proposed conference would held saudi arabia,afghan taliban reject islamic scholars conference, afghanistan taliban dubbed government aggressors accused ththem using tactics like propaganda peace,0.25121456384658813,1.1522277201606316e-231,0.11111110666666683,0.0,0.11111110666666683
bengalurus st jos college fired gay professor claiming hurt sensitivities undergraduate students heterogeneous backgrounds involved anticollege activities ashley tellis claimed principal told students troubled opinions however college said hired tellis knowing orientation fired crossing line comments,bengaluru college sacks gay prof citing disturbed students, bengalurus st jos college fired gay professor claiming hurt sensitivities . college,0.7528040409088135,1.2395288183339461e-231,0.21052631091412755,0.0,0.22222221728395072
new study american researchers revealed notes one leonardo da vincis books dethemed irrelevant historians actually first written dthemonstration laws friction document traces leonardos yearlong study shows square blocks pulled string passing pulley suspended weight,da vincis st notes laws friction found, American researchers revealed notes one leonardo da vincis books dethemed irrelevant,0.3537696301937103,1.1393034964570915e-231,0.3333333285802469,0.12499999531250018,0.2222222174691359
good country index named sweden best country world terms serving citizens interests contributing common good humanity sweden followed den netherlands libya ranked last list rd position india ranked th three places china,sweden ranks first good country index, good country index named sweden best country in world terms serving citizens interests contributing common good,0.7025638818740845,1.1200407237786664e-231,0.3636363596694215,0.19999999625000006,0.29999999580000003
government plans make lowcost airports operational next three years promote affordability improve regional connectivity aviation minister ashok gajapathi raju said operational within year added around crore total investment needed concerned states provide facilities like land free raju stated,govt develop lowcost airports years, government plans to make lowcost airports operational next three years . Aviation minister ashok g,0.7693318724632263,1.136638440788832e-231,0.3157894698060942,0.11764705522491362,0.3157894698060942
west bengal court thursday sentenced people death murdering woman convicts shot dead aparna bag yearold housewife protested efforts grabbing land nadia district main accused lankeshwar ghosh claimed local trinamool leader claims however denied tmc leaders,wb court sentences death murder, west bengal court thursday sentenced people death murdering woman convicts shot dead ap,0.650107741355896,1.1706052574193398e-231,0.2222222182098766,0.0,0.2222222182098766
criticising pm narendra modi policy kashmir congress leader digvijaya singh said former thanked pakistan occupied kashmirs people sadly doesnt word solace kashmiris suggesting dialogue sections kashmir solution asked bjp government agreeing allparty delegation kashmir,pm thanks pok people word kashmiris, Congress leader digvijaya singh said former thanked pakistan occupied kash,0.5892647504806519,1.2183324802375697e-231,0.0,0.0,0.0
actor shah rukh khan said feels sad asked prove patriotism even feel like crying made say belong country patriot said compete others say patriots khan added,feel sad asked prove patriotism srk, actor shah rukh khan said feels sad asked prove patriotism even feel like,0.6335209608078003,1.2224277732079155e-231,0.5263157851523547,0.3529411723183391,0.4210526272576177
finance minister arun jaitley tuesday said government give annual bonus revised rates central government themployees two years also announced hike minimum wages unskilled nonfarm workers central government day current comes ahead trade unions threat go nationwide strike friday,govt announces yr bonus central themployees, finance minister arun jaitley said government give annual bonus revised rates central government them,0.6144222617149353,1.1640469867513693e-231,0.19999999580000008,0.0,0.21052631146814413
official trailer tom hanks irrfan khan starrer inferno released thursday film based dan browns name hanks reprising role robert langdon irrfan portrays character harry provost sims also starring felicity jones film release ber india,trailer inferno released, tom hanks and irrfan khan starrer inferno released thursday film,0.2274186611175537,1.1941951303833117e-231,0.3076923041420118,0.18181817884297521,0.3076923041420118
first time recorded history india face power deficit financial year according data central electricity authority india electricity organisation said surplus peak hours surplus nonpeak hours beginning,india power deficient st time, First time recorded history india face power deficit financial year according to data central electricity authority,0.7105674743652344,1.092487913671484e-231,0.2857142820861678,0.0,0.1904761868480726
black church us state mississippi burned spraypainted vote trump following authorities probing incident hate crime attack church reportedly support base dthemocratic party nominee hillary clinton comes week us presidential elections arrests made incident,us church burned sprayed vote trump, black church us state mississippi burned spraypainted vote trump following authorities probing incident hate,0.6765432357788086,1.1448904411961279e-231,0.49999999580000004,0.11111110709876558,0.3999999958
indias fiscal deficit first nine months lmber financial year stood lakh crore fullyear target according data released controller general accounts comparison figure previous fiscal fiscal deficit difference governments total expenditure revenue,fiscal deficit fullyear target, indias fiscal deficit first nine months lmber financial year stood lakh crore fullyear target,0.4259486794471741,1.1317704983611876e-231,0.4444444409876544,0.24999999695312503,0.4444444409876544
